World Rank;University;Det.;Presence Rank*;Impact Rank*;Openness Rank*;Excellence Rank*
2429;Cardinal Stefan Wyszynski University Warsaw / Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie;;1734;3356;2937;2752
2432;Russian State Social University / Российский государственный социальный университет;;3034;3905;1775;2683
2432;Institute of Chemical Technology;;16778;9819;825;1316
2434;Medical University of Lublin / Uniwersytet Medyczny w Lublinie;;4671;7123;3185;1603
2435;Kerman University of Medical Sciences;;1692;7221;2164;1829
2435;Muroran Institute of Technology / 室蘭工業大学;;4769;4137;2493;2438
2435;Universidad Técnica Particular de Loja;;189;3914;3535;2662
2435;Cape Peninsula University of Technology;;4218;4241;2365;2438
2439;Universidad EAFIT;;1510;2163;2802;3332
2440;Pázmány Péter Catholic University Budapest / Pázmány Péter Katolikus Egyetem PPKE;;2835;3220;1853;2943
2440;Qassim University;;6304;4884;2238;2219
2440;Kahramanmaras Sutcu Imam University;;1136;4797;2250;2438
2443;Okayama University of Science / 岡山理科大学;;4594;3152;2442;2803
2443;Hamedan University of Medical Sciences;;1181;6326;2310;2033
2443;Allegheny College;;3685;2262;2359;3253
2443;Universidade Paulista UNIP;;3708;2804;2785;2943
2443;University of Rajasthan Jaipur;;9051;6028;3394;1734
2448;Robert Morris University;;5653;2365;3093;3037
2449;(3) Harvard University Harvard Business School;;1700;121;86;6033
2449;Universitas Andalas;;308;1630;4015;3625
2449;Universität Koblenz Landau;;2599;2096;11401;1541
2452;Université du Havre / Université Le Havre Normandie (comUE Normandie Université);;5773;4089;2458;2449
2453;Tokyo University of Agriculture / 東京農業大学;;3368;3655;3453;2542
2453;(1) University of West Hungary / Nyugat-magyarországi Egyetem NYME;;2747;2284;3582;3098
2455;Imam Khomeini International University Qazvin;;3882;6877;2614;1780
2456;Tokyo University of Technology / 東京工科大学;;4897;3386;2345;2752
2457;Sang Myung University / 상명대학교;;3350;4734;2149;2383
2457;Texas A&M University Galveston;;9025;3097;808;3150
2457;Universidade Federal de Itajubá UNIFEI;;3411;4588;2267;2404
2460;Saint Lawrence University;;3271;1236;2885;3860
2460;Bath Spa University;;6405;1990;2040;3414
2462;Northwest University;;10185;4907;11401;741
2462;Shijiazhuang Tiedao University (Railway Institute) / 石家庄铁道学院;;4630;3763;6938;1990
2464;Kogakuin University / 工学院大学;;4780;2994;3816;2716
2464;Yarmouk University;;450;5162;2652;2383
2466;Tarleton State University;;4287;1889;3694;3275
2467;Texas A&M University Commerce;;2747;3193;1076;3198
2467;Jiangsu Academy of Agricultural Sciences / 江苏省农业科学院;;4525;6165;3401;1829
2469;Moscow State University of Civil Engineering / Московский Государственный Строительный Университет;;2074;4128;5475;2164
2470;Mount Saint Vincent University;;4995;2306;2302;3253
2470;Warsaw School of Economics / Szkoła Główna Handlowa w Warszawie;;2006;1972;2140;3591
2470;Ubon Ratchathani University;;1344;2426;4620;3004
2470;Indian Institute of Technology Ropar;;7963;6438;1762;1947
2474;Karunya University;;15348;5549;2516;1920
2475;Indian Institute of Technology (Indian School of Mines) Dhanbad;;12203;10289;2288;1095
2475;Webster University;;1548;853;5278;4029
2475;(1) SKEMA Business School (comUE Université Côte d'Azur);;6880;3270;2974;2692
2478;Ohio Northern University;;4114;1741;2763;3556
2479;Bahauddin Zakariya University;;9790;7414;1692;1742
2479;Instituto Tecnológico Autónomo de México;;2214;2867;2166;3150
2479;Yaşar University;;4103;4020;2154;2620
2482;University of Southern Indiana;;3818;1820;3224;3446
2482;Shenyang Normal University / 沈阳师范大学;;10422;1946;6953;2662
2482;Kun Shan University;;890;2640;6401;2692
2485;Gebze Technological University / Gebze Teknik Üniversitesi;;4854;8469;1442;1671
2485;Inner Mongolia University of Science & Technology / 内蒙古科技大学;;8261;2094;8321;2391
2485;Universidad Distrital Francisco José de Caldas;;954;2207;2199;3556
2488;Tabuk Universtiy;;4279;7270;1280;1973
2488;Wakayama University / 和歌山大学;;2957;2922;1802;3177
2488;Klaipėda University / Klaipėdos universitetas;;3419;2993;3247;2879
2491;University of the District of Columbia;;6141;2328;4186;2966
2492;Indian Institute of Technology Bhubaneswar;;7395;6856;1875;1877
2493;Izmir University of Economics;;2304;3834;2378;2752
2493;Najran University;;3355;6821;1918;1982
2493;National United University;;1185;5978;2845;2119
2493;Royal Roads University;;4258;2092;2257;3446
2497;Escuela Politécnica Nacional;;432;3183;2913;3081
2498;Beijing Institute of Petrochemical Technology / 北京石油化工学院;;6588;2003;7522;2620
2498;University of New England Maine;;3196;1455;1615;3972
2500;University of California Hastings College of the Law;;3640;1521;2073;3816
2500;University of Central Oklahoma;;3882;1942;2530;3522
2500;Fujian University of Technology / 福建工程学院;;3833;2120;6248;2835
2500;Islamic University of Gaza;;1148;3546;2730;2879
2500;Universidad Internacional de La Rioja;;1943;2520;1975;3381
2505;Sahand University of Technology Tabriz;;6588;8511;2465;1489
2505;University of Opole / Uniwersytet Opolski;;2375;3366;2866;2835
2507;Nord University;;3608;5057;1650;2468
2508;Universidade Estadual do Centro Oeste UNICENTRO;;3226;2560;2993;3150
2508;Fuller Theological Seminary;;5287;2124;2786;3332
2508;Haute École Spécialisée de la Suisse Occidentale;;3487;4831;5165;2022
2508;Kazakh National University Al Farabi / Әл Фараби атындағы Қазақ ұлттық университеті;;774;3221;3080;3004
2512;Delhi Technological University;;6723;7315;2336;1755
2513;University of Burdwan;;10313;7119;1683;1851
2513;Université de Bordeaux III / Université Bordeaux Montaigne (ComUE d'Aquitaine);;2807;4575;3910;2292
2515;Tamil Nadu Agricultural University;;3116;3596;2084;2879
2516;Universidad CEU Cardenal Herrera;;2715;3704;3464;2649
2517;(1) Georgian Technical University;;1516;6425;5239;1731
2518;University of Southern Maine;;2227;1479;6955;3226
2518;Baqiyatallah Medical Sciences University;;3094;8421;2327;1641
2520;National Institute of Technology Durgapur (Regional Engineering College);;12007;7274;2633;1667
2520;Visvesvaraya National Institute of Technology;;7169;5571;2621;2100
2522;Belmont University;;3451;1384;2876;3860
2522;Jadavpur University;;7971;5739;11401;699
2524;Universidade Nove de Julho;;3524;5279;1393;2502
2525;Centro de Investigación y Docencia Económicas;;4953;3836;2498;2692
2525;Universidad Autónoma de Chile;;2609;6886;1629;2100
2525;MCPHS University (Massachusetts College of Pharmacy & Health Sciences);;11108;3868;3162;2486
2528;Grenoble École de Management;;4981;4427;2558;2502
2528;West Texas A&M University;;4623;1605;4094;3522
2528;Shenyang Aerospace University (Institute of Aeronautical Engineering) / 沈阳航空航天大学;;5984;3892;6872;2033
2528;Universidad Autónoma del Estado de Hidalgo;;1923;4448;1557;2782
2528;Plovdiv University Paisii Hilendarski / Пловдивски университет Паисий Хилендарски;;2853;3522;3091;2794
2533;Islamic Azad University Najafabad;;2762;8260;2375;1703
2533;Milwaukee School of Engineering;;6093;1247;3864;3779
2535;Mustafa Kemal University;;5733;5550;2454;2164
2536;Odessa National I I Mechnikov University / Одеський національний університет І І Мечникова;;1631;3536;2177;3004
2536;University of Karachi;;10399;7312;950;2016
2538;(1) Catholic University of Daegu / 대구가톨릭대학교;;2355;6349;3438;1973
2538;Pontificia Universidad Católica Argentina;;3374;2649;1485;3446
2538;Open University of Hong Kong;;1310;1508;3712;3779
2541;University of West London (Thames Valley University);;4707;2710;1880;3275
2542;Jinggangshan University / 井冈山大学;;5304;1987;6548;2899
2543;Fayoum University;;2192;9104;2228;1578
2543;Seikei University / 成蹊大学;;4981;3426;2812;2815
2545;University of Vaasa / Vaasan yliopisto;;4769;3359;8310;2033
2545;Xuchang University / 许昌学院;;5145;2802;5826;2632
2545;Zhongyuan University of Technology / 中原工学院;;5032;2382;7105;2620
2545;Bashkir State University / Башкирский государственный университет;;793;2960;3529;3124
2549;(1) Lanzhou Jiaotong University / 兰州交通大学;;4327;1651;11401;1866
2550;University of Constantinus the Philosopher in Nitra / Univerzita Konštantína Filozofa v Nitre;;1873;5141;4089;2219
2551;National Graduate Institute for Policy Studies / 政策研究大学院大学;;3802;3112;1475;3253
2552;Instituto Superior Politécnico de Viseu;;3586;3663;3111;2765
2552;Centrale Lille;;19322;11148;2566;936
2552;Louisiana State University Agricultural Center;;2579;1966;11401;1780
2552;Università di Macerata (Università degli Studi di Macerata);;1537;2911;3203;3150
2552;Wonkwang University / 원광대학교;;2992;8639;2321;1655
2557;Jan Evangelista Purkyně University / Univerzita Jana Evangelisty Purkyně v Ústí Nad Labem;;2088;3217;5130;2692
2558;Saint George's University;;3155;4338;2270;2683
2558;Scottish Rural College (Scottish Agricultural College);;5259;3899;1060;3037
2558;Xinyang Normal University / 信阳师范学院;;7132;5039;4947;1998
2558;Zayed University;;7438;4113;1850;2716
2558;State University of New York SUNY Cortland;;3239;1088;2554;4202
2563;Iona College;;9507;2774;2795;3058
2564;Altai State University / Алтайский государственный университет;;824;2525;3097;3414
2564;Minufiya University;;3924;9122;1898;1597
2566;Kirikkale University;;3213;5659;2252;2303
2567;King Saud bin Abdulaziz University for Health Sciences;;8658;7386;2203;1821
2567;National Chin Yi University of Technology;;1302;4720;3634;2480
2569;National Institute of Technology Warangal;;11301;6584;1391;2105
2569;University of Buckingham;;6588;2633;1809;3332
2571;Hainan Normal University / 海南师范大学;;5410;1627;10027;2502
2571;Shanghai International Studies University / 上海外国语大学;;1700;854;5938;4095
2573;University of Kurdistan Sanandaj;;2462;7971;1737;1933
2574;Augustana College Rock Island;;3451;1457;4068;3735
2575;Harper Adams University;;6304;3761;1807;2899
2575;Kafrelsheikh University;;2977;8209;2187;1805
2577;Indian Institute of Engineering Science and Technology Shibpur (Bengal Engineering and Science University);;6405;9582;1788;1489
2577;Universidad del Cauca;;1865;2932;2815;3226
2579;Earlham College;;3556;669;2936;4566
2579;Morehead State University;;5492;2271;3483;3275
2581;Hertie School of Governance;;7846;4124;1401;2835
2581;(1) Indian Institute of Science Education and Research Bhopal;;6093;8233;1031;1957
2583;Panteion University of Political and Social Sciences;;2604;3253;2536;3098
2583;Shenyang University of Technology / 沈阳工业大学;;6468;2002;9514;2404
2585;Hamline University;;3750;1343;3031;3972
2585;Chiba Institute of Technology / 千葉工業大学;;4137;4060;3052;2662
2587;Universiti Malaysia Terengganu;;1023;7303;2323;2083
2588;Arab Academy for Science & Technology and Maritime Transport;;2456;4874;3043;2486
2589;University of Lagos;;5304;4653;2737;2518
2590;Unitec New Zealand;;5304;2663;2844;3226
2590;University of Mauritius;;2242;5595;1729;2518
2590;Alagappa University;;8705;7715;2335;1780
2593;(3) University of the Philippines Manila;;4623;5782;3482;2105
2594;Winthrop University;;3304;1560;2859;3860
2594;Hochschule für Technik und Wirtschaft Berlin;;2739;1948;2958;3655
2596;Frostburg State University;;4576;1126;3380;4095
2597;Universidad de la República;;3245;4785;11401;967
2598;China University of Political Science & Law / 中国政法大学;;1911;864;9633;3482
2598;Universitas Jember;;856;1654;2747;3972
2600;Southern Oregon University;;3443;1748;3039;3735
2600;Islamic Azad University Tehran Central Branch;;1260;8104;2520;1896
2600;Dalian Jiaotong University (Railway Institute) / 大连交通大学;;6170;2894;6143;2632
2603;Royal College of Surgeons of England;;3727;1514;6487;3381
2604;Mykolas Romeris University / Mykolo Romerio universitetas;;1537;2961;4536;3037
2605;University West / Högskolan Väst;;4594;4668;2379;2599
2606;Universidade Federal do Estado do Rio de Janeiro UNIRIO;;1960;4849;3083;2551
2607;Universität Luzern;;4525;4067;2736;2752
2607;Universidad de la Serena;;3750;4251;1946;2815
2607;University of Wisconsin Parkside;;6468;2274;1839;3591
2607;Datong University / 大同大学;;5674;2931;6127;2649
2607;Maharshi Dayanand University;;5733;6336;1616;2267
2612;Luther College Decorah;;3043;1789;4502;3556
2612;Osaka Institute of Technology / 大阪工業大学;;4482;4169;1562;2921
2614;Tokyo University of Pharmacy & Life Sciences / 東京薬科大学;;8281;5623;2025;2319
2614;Universidad Católica de Temuco;;3595;1905;4862;3414
2614;Universidade Federal da Grande Dourados UFGD;;3068;3882;2005;2986
2617;Fachhochschule Münster;;1734;3153;3340;3124
2618;Universidad de Antofagasta;;6916;5469;1992;2391
2619;National Technical University Kharkiv Polytechnical Institute / Национальный технический университет Харьковский политехнический институт;;408;4271;2035;3058
2619;Qiqihar University / 齐齐哈尔大学;;9363;2248;8844;2438
2621;Kurukshetra University;;7169;5342;1900;2449
2622;Tokyo City University / 東京都市大学;;4827;4570;2352;2649
2623;Southeast Missouri State University;;3084;1370;3151;4029
2623;Carol Davila University of Medicine and Pharmacy;;6494;10128;2583;1365
2625;Jazan University;;4995;7209;1344;2175
2625;Kadir Has University;;5165;3629;1786;3081
2627;University of Jammu;;7205;7470;3320;1777
2628;Universidad Nacional de Río Cuarto;;3368;6001;2085;2357
2629;University of North Carolina Asheville;;4098;1127;2432;4269
2630;University of Texas Health Center at Tyler;;13777;3794;2700;2735
2630;Guangdong Pharmaceutical University / 广东药科大学;;7025;2772;10718;1805
2632;Yerevan State University;;433;4140;3032;2966
2632;Rutgers Biomedical and Health Sciences (University of Medicine & Dentistry of New Jersey);;10340;8950;11401;454
2634;Sanjay Gandhi Postgraduate Institute of Medical Sciences;;19223;7539;970;1998
2635;Lahore University of Management Sciences;;2897;2887;2017;3446
2635;Universidade de Pernambuco;;6445;6254;1886;2277
2635;University of Sistan and Baluchestan;;2950;6587;2181;2248
2638;Galatasaray University;;4916;4429;2496;2716
2639;Beijing Language and Culture University / 北京语言大学;;2812;1012;4891;4140
2639;University of Cumbria;;5511;2995;1891;3332
2641;Europa Universität Viadrina Frankfurt Oder;;2821;4992;2171;2662
2641;University of Mary Washington;;3368;1648;2766;3925
2643;Cheng Shiu University;;1027;5828;3699;2334
2644;Al Balqa Applied University;;308;7458;2485;2230
2644;Fisk University;;11242;3275;2752;2986
2644;Djillali Liabes university of Sidi Bel Abbes;;1678;8741;2160;1866
2644;Yasuj University;;3603;10129;2394;1472
2648;Hogeschool Gent;;3930;4007;7531;2156
2649;Universidad Nacional del Nordeste;;1896;2862;3358;3310
2649;Université du Québec Abitibi-Temiscamingue;;5145;4985;1699;2692
2649;(3) Auburn University Montgomery;;8165;2555;3160;3275
2652;Guangxi University for Nationalities / 广西民族大学;;2057;1426;11401;2286
2653;Islamia University Bahawalpur;;3685;8017;1439;2083
2653;Financial University under the Government of the Russian Federation / Финансовый Университет при Правительстве РФ;;1366;4047;1200;3275
